iter	R2	RMSE
879	0.9973827496	0.009123810791
880	0.9973830565	0.009123275903
881	0.9973836764	0.009122195365
882	0.9973840952	0.009121465141
883	0.9973847966	0.009120242158
884	0.9973852607	0.009119432892
885	0.9973857256	0.009118622185
886	0.9973866172	0.00911706709
887	0.9973876953	0.009115186361
888	0.9973884943	0.009113792319
889	0.9973890285	0.009112860142
890	0.9973896357	0.009111800361
891	0.9973901407	0.009110918986
892	0.9973908856	0.009109618672
893	0.9973916748	0.00910824086
894	0.9973923206	0.009107113213
895	0.997392952	0.009106010612
896	0.9973939223	0.009104315822
897	0.9973944172	0.009103451294
898	0.9973946928	0.009102969819
899	0.9973954594	0.009101630538
900	0.9973965156	0.009099784815
901	0.9973970937	0.009098774531
902	0.9973978201	0.009097504773
903	0.997398261	0.009096734139
904	0.9973988852	0.009095642811
905	0.9973996041	0.009094385842
906	0.9974001968	0.009093349258
907	0.997400776	0.009092336374
908	0.997401827	0.009090497822
909	0.997402508	0.009089306416
910	0.9974031157	0.009088243055
911	0.9974037571	0.009087120696
912	0.9974041431	0.009086445155
913	0.9974047703	0.009085347347
914	0.9974055119	0.009084049279
915	0.9974062194	0.009082810614
916	0.9974069252	0.009081574679
917	0.9974075372	0.009080502866
918	0.9974081087	0.009079501926
919	0.9974091357	0.00907770298
920	0.997409726	0.009076668896
921	0.9974105244	0.009075269868
922	0.997410888	0.00907463265
923	0.997411241	0.009074014125
924	0.9974117603	0.009073103876
925	0.9974123888	0.009072002196
926	0.9974128474	0.009071198214
927	0.9974137541	0.00906960858
928	0.9974143005	0.009068650363
929	0.997415018	0.009067392147
930	0.9974154197	0.009066687651
931	0.9974158809	0.009065878646
932	0.9974166448	0.009064538587
933	0.9974170475	0.00906383197
934	0.9974175618	0.009062929505
935	0.9974180524	0.009062068669
936	0.9974186369	0.009061042929
937	0.9974192049	0.00906004585
938	0.9974197892	0.009059020168
939	0.9974202951	0.009058132053
940	0.9974208605	0.009057139427
941	0.9974214009	0.009056190431
942	0.9974220631	0.009055027578
943	0.9974226411	0.009054012448
944	0.9974230943	0.009053216298
945	0.9974236475	0.009052244605
946	0.9974241779	0.009051312751
947	0.9974251551	0.009049595528
948	0.9974257313	0.009048582938
949	0.9974261669	0.009047817422
950	0.9974267506	0.009046791418
951	0.9974274071	0.009045637307
952	0.9974280824	0.009044449988
953	0.9974288672	0.009043069891
954	0.9974294925	0.009041970314
955	0.9974299855	0.009041103066
956	0.9974305213	0.009040160626
957	0.9974311326	0.009039085182
958	0.9974318898	0.009037752942
959	0.9974330959	0.009035630461
960	0.9974339377	0.009034148641
961	0.9974345105	0.009033140377
962	0.9974349741	0.009032324165
963	0.9974353703	0.00903162653
964	0.9974360345	0.009030456988
965	0.9974366076	0.009029447666
966	0.9974370144	0.009028731075
967	0.9974375485	0.00902779036
968	0.9974384379	0.009026223531
969	0.9974390453	0.009025153224
970	0.9974397878	0.009023844869
971	0.9974403611	0.009022834484
972	0.9974410412	0.009021635704
973	0.9974415523	0.009020734683
974	0.9974419891	0.009019964484
975	0.9974427901	0.00901855227
976	0.9974435319	0.009017244099
977	0.9974440118	0.009016397733
978	0.9974451432	0.009014401882
979	0.9974456684	0.009013475309
980	0.9974461788	0.009012574768
981	0.9974466769	0.009011695772
982	0.9974473194	0.009010561856
983	0.9974479287	0.009009486413
984	0.9974487114	0.009008104813
985	0.9974497232	0.009006318367
986	0.9974501749	0.009005520745
987	0.9974509463	0.009004158414
988	0.9974516913	0.009002842597
989	0.997452079	0.009002157714
990	0.9974528377	0.009000817342
991	0.9974533919	0.008999838047
992	0.9974541056	0.008998576751
993	0.9974547789	0.008997386784
994	0.9974551196	0.008996784679
995	0.9974557616	0.008995649716
996	0.9974561828	0.008994905046
997	0.9974568016	0.008993811036
998	0.9974578184	0.008992012884
999	0.9974584014	0.008990981747
